text,mood
ධුලජ් අයියා හැමදේම මුහුණටම කියනවා මං ඒක කැමතියි,Happy
එච්චරම් හොඳ නෑ ඒත් උඹේ rock reggae style එක මරු නියමයි,Normal
full ගීතය අහන්න හරි ආසයි,Happy
ඉතාමත් හරබර සාකච්ඡාවක්,Happy
බෞද්ධ අයයි කතෝලික අයයි එකට ඉන්නවා බලන් ඉන්න බැරිව කියපු කතාවක් වෙන්න බැරිද,Normal
ලංකාවේ campus කෙල්ලෙක් campus වල තියෙන culture එකත් එක්ක මෙහෙම ඉන්න එක පුදුමකාර දෙයක් මොන දේ උනත් ඇය singing සහ appearance එකෙන් ලස්සනයි,Happy
හරිනා කියපු girlව select කරපු ගමන් ආවේ මේක ආයෙ බලන්න ඇයි මේ කොල්ලට chance එකක් දුන්නේ නැත්තේ කියලා,Bad
තව review ගෙනන්නකෝ,Happy
මට නම් Kasun හරිනවා කියලා sure එකක් තිබ්බා,Happy
අනේ චෝයි බබා ප්‍රියදර්ශන අයියේ ඔයාලා තුන් දෙනාටම බුදු සරණයි,Happy
නිරහංකාර නිළියක් මට දවසක හමුවෙයි කියලා හිතෙනවා ඔබ මට කලින් කතා කළා අපි කිසිදා හඳුනාගත් අය නෙවේ නමුත් අපි ඔබේ රසිකයෝ ඔබ වැනි ආදර්ශවත් නිළියෝ අද නැත ඔබේ වදන් මගේ ජීවිතයට පුදුම රුකුලක්,Happy
අයියා අපි ඔයා එක්ක හැමදාමත් ඉන්නවා ඕන දේකට,Happy
ජාතිවාදය අවසන් කරන්න එපා හමුදුරුවනේ,Bad
හරවට කියුවා සියල්ල ඇත්ත ඒත් ජනාධිපති වෙන එක නම් හිනාවක්,Normal
තෙරුවන් සරණයි අපේ හමුදුරුවන්ට නිදුක් නිරෝගී දිර්ඝායු වේවා,Happy
ඒකේ මුස්ලිම්ස් මැද යන බල්ලෙක් වස්සකටවත් ඉස්කෝලේ ගියේ නැති ගොනෙක්,Bad
අත්වරයට ලං වෙලා ලමයෙක් වදන්න ඉන්න කෙල්ලට කවුද ගිහින් දෙන්නේ පොලොස් ඇඹුලක් කිරි කොස් මාලුවක් ඔබ හරියටම ඇත්ත කියුවා අක්කේ,Normal
අම්මෝ පිස්සු හැදෙනවා,Happy
කෝයි සක්කිලියද dislike දන්නේ බෝලට අම්මෙක් නැද්ද,Bad
අඩෝ මෙහෙමත් කටහඬ එකක් select උනේ නැ කියන්නේ අපරාදයක්,Bad
හිතට වදින පට්ටම සිංදුවක් ඇස් වලට කදුළුත් ආවා,Happy
කවුද මේ සිංදුවට කැමති මං වගේ,Happy
මේකට male කටහඬ එකක්ත් තිබ්බානම් superb ඒ අඩුව තියෙනවා,Bad
මෙච්චර හොඳට කියලත් හැරුණේ නෑනේ වැඩක් නෑ,Bad
අම්මගේ රෙද්දේ අවසන් ලියුමක් කියුවේ ඇයි යකෝ ලියත්අඹර පට්ට,Normal
අර ඔයාගේ කතාව හරි radio එක කවදාවත් මැරෙන්නේ නෑ ඔයාගේ වැඩසටහන මං කවදාවත් වැරද්දන්නේ නෑ ඒතරම් සුපිරි කටහඬක් ඔයාට තියෙන්නේ බුදුසරණයි,Happy
ජාතිය ශ්‍රී ලාංකික කියුවා නේ මරු වැරදින්නේ නෑ ඔයාට,Happy
මූ මොළයක් නෙවේ මොළය ගෙනපු නවකයෙක් යකෝ සුභ පැතුම් bro Gehan,Happy
වැටෙන්න එපා කොහොමත් ඔයා වැටෙන්නේ නෑ හරි දේ කරන්න likes වලට unlikes වලට ඔයාව වට්ටන්න බැ අපි ඔයාත් එක්ක ඉන්නවා,Happy
The කටහඬ live ඕනේ කියන්නේ කවුද,Normal
ගොඩක් අඩම්බරයි අක්කේ මං පොඩි කාලේ ඉදන් ආසයි ඔයාට අද ඒට වඩා ආදරයක් හොඳ උපදෙස් ගොඩක් ලැබුණා,Happy
පට්ට මගේ එක,Happy
Posh scene එකෙන් නැතුව කට අරලා සිංදුව කියුවා නම් තව ලස්සන වෙන්න තිබ්බා,Bad
දර්ශන කීයත් තිබ්බත් අපේ උන් දන්නේ එකයි ලිංදේ ඉන්න ගෙම්බෝ නේ,Bad
bandsලා කට්ටිය ගන්නේ කලින් හිතන්නේ කියනවා එන්න හිතන්නේ උනුත් එන්න නෑ,Normal
ගීතයට අසාධාරණයක් කළා කියලා හිතුනේම නෑ කටහඬත් ලස්සනට තිබුණා එට වඩා කපෙන්න ඕන අය තේරුනා anyhow good luck මල්ලි අතහරින්න එපා කවදාහරි හොඳ තැනකට එන්න,Happy
කට කෙව්වත් මූ සිරා කතාව කියන්නේ මචං,Happy
හොට්ටෝට මක කියලා politics කරනවද හොට්ටෝ,Bad
අයියේ bitcoin mining කරන්න free බැරිද,Normal
සිංදුව ලස්සනයි ගොඩක් වීඩියෝව නම් අන්තිමයි,Normal
විලේ ලඟ ගහ නැති වීඩියෝව එකක් වයසට නෙවේ වඩ හබයි ගීතය නම් ගොඩක් ලස්සනයි සුභ පැතුම්,Normal
ඔබ ගරු කළ යුතු පුද්ගලයෙක් ඔබ ගැන ඇත්තටම අඩම්බරයි අපේ ලංකාවේ සිංහලකම අමතක කර ජීවත් වන අයට ඔබ හොඳ ආදර්ශයක් God bless you forever,Happy
අක්කි ඔයා හොඳ අම්මා කෙනෙක්,Happy
සුභ පැතුම් නංගි ඔයාත් ඉස්සරහට යන්න ඔයාගේ සිංදු මං කලින් අහලා තියෙනවා හරිම සතුටුයි ඔයාව මෙහෙම දැකගන්න ලැබීම,Happy
ඔබ වහන්සේ කියන්නේ සහතික ඇත්ත හමුදුරුවනේ,Happy
නම් ඇත්තමයි කියන්නේ සාක්ෂි නැති නිසා කොච්චර නම් නිවැරදි කරුවන් වැරදි කරුවන් කරනවාද උසාවි වලින් මටත් වෙලා තියෙන්නේ ලොකු කරදරයක් උසාවි නිසා,Happy
ඕක එනකම් තමයි බලන් හිටියේ,Happy
මේක UK නෙවෙයි සිංහලෙන් කියපන්,Bad
වාව් සුපර්බ් දැනට හය පාරක් අහුවා එත් මදි sure ඔයා තමයි කටහඬ Sri Lanka good luck Shreya Ghoshalගේ එකත් ඉක්මනට අහුවා ඒ ගීතයේත් live එකේ ඔයාට එහෙම energy එකක් නෑ සුපර්බ්,Happy
මම ගන්න උදව් කරා අයියේ,Normal
මම මේ ගීතය වතාවක් පමණ අහුවා ඒතරම් ලස්සනයි එපා වෙන්නේ නැති ගීතයක්,Happy
ගොඩක් ආසාවෙන් බලන channel එක තමයි Wasthi සුභ පැතුම් අයියා ඇතුළු සමස්ත crew එකටම ජයෙන් ජය,Happy
ඇත්තටම ලස්සන සිංදුවක් ලස්සන වීඩියෝව එකක්,Happy
නියමයි පරක්කු වෙන්න ඕන නෑ හනි හරෙන්න නැතුව,Happy
දැන හෝ නොදැන කාටවත් නරක විදියට කතා කිරීමෙන් වලකින්න මේ කෙනාගෙන් ආදර්ශයක් ගන්න ඕන,Happy
මේක නියමයි මේක ආදරවන්තයින්ට ගැලපෙනවා,Happy
ඔයා කයිය ගහන ඔක්කොම බලෙට ආවම තමන්ගේ මල්ල පුරව ගන්නවා විතරයි,Bad
අහන් ඉන්න පුළුවන් clear කටහඬක්,Happy
coach Shashikaගේ මහන්සිය හොඳයි best singer අපිට,Happy
මොළෙන් වැඩේ කරා කියලා හිතෙනවා ඉස්සරහට යන එක ගැන හිතලා,Happy
ඇත්තටම මං මේක බලුවේ නෑ මං phone එක setup එකට jack කරලා අහුවා හොඳට sound එකට තරම් එයාගේ හැඩය අපි වශී වෙලා ඉදිරිපත් කරන විදිහ දැකගන්න ඕන හරිම ආසම නිවේදකයෙක් එයා නියම program එකක්,Happy
ඔයා සිංදුව මෙලෝ රහක් නැති විදියට කියපු අය තේරීලා තියෙනවා අනේ මන්ද,Bad
ඇත්ත කතා කරනවා respect කරන්න ඕන කෙනෙක්,Happy
සුදු බණ්ඩා ඔබට සුභ මංගලම්,Happy
හොඳ වැඩේ දෙපිටි ගත්තුවට මිනිස්සුන්ගේ බදු සල්ලි වලින් ගත්තා වාහනේ විකුණලා ලෝකෙට පෙන්වා සල්ලි දෙදෙනවා,Bad
ජීවිතේවත් හිතුවේ නෑ මෙච්චර serious පැත්තක්ත් ඇති කියලා ගේ අයියේ respect bro,Happy
දැන් ඉතින් එක ඉන්නවා එලම,Happy
Asus PC හොඳයිද කොයි වගේ හොඳ කියලා කියන්නකෝ,Normal
යාලුවා අවංකව හිතන්න ඒ නායකයාද ඒ girlද වැරදි කියලා අනික ආදරයට old එක අදාල නෑ නේද,Normal
Q and A එක පටන් ගත්ත එක හොඳයි,Happy
මම ආස කරන පට්ට චරිතයක් සුභ අනාගතයක් අයියේ,Happy
අර course එක ගැන කියපු එකට අයියාට ගොඩක් ස්තුතියි,Happy
රන්ජන් ඉතින් Christian නේ ඒකට වඩා දෙයක් බලාපොරොත්තු වෙන්න බැ ඔයා දෙගොල්ලන්ටම ඕනේ බුද්ධාගම නැති කරන්න නේ,Bad
මගේ අම්මත් ඔයා වගේමයි අක්කේ ඔයාගේ කතාව කියනකොට මට මගේ අම්මා ගැන දුක හිතුනා,Happy
අනේ චූටි නංගියා දුකයි අනේ,Bad
දිපානි ඔයෝ හොඳට අහගන්න බන් වසක් පොයට සිල් ගන්න ගැණියේ,Normal
නොදකින් විතරක් පොන්නයා,Bad
වාව් හරිම ලස්සනට sing කළා ඔයා,Happy
පව් යකෝ බල්ලා,Normal
මේ සැරේ presentation එක නම් පට්ට අයියේ හැම එකෙම cost එකත් එක්ක දාලා තිබ්බ එක නම් සුපිරි,Happy
උඹටත් පිස්සු ලහිරු උඹ දෙස වැඩි කරගන්න ඕනේ හුතත්තාක් කරයි ගොන් හරකා වටිනා දෙයක් කරන් බන්,Bad
මාරම ලස්සනම ලස්සන කටහඬ එකක්,Happy
නියමට වදින්න ඕන තැනට කියන්න පුළුවන් කාන්තාවක්,Happy
සිංදුව ලස්සනයි අර පොඩි කෙල්ලව අඩුව පව් ගායනය ලස්සනනම් මොකෝ අර උන් හරිනේ නැත්තේ,Happy
මේ අපරාද මැද නිහඬ නොවෙලා තරුණයිනේ,Bad
true අපේ හමුදුරුවනේ,Happy
පාර්ලිමේන්තුවේ ඉන්න ඔවුන් කුඩු නොගහුවොත් තමයි පුදුමය ලංකාවේ ඉන්න පිස්සෝ ටික ඔක්කොම ඉන්නේ පාර්ලිමේන්තුවේ නේ,Bad
අපි අනාව ඔබතුමා වෙනුවෙන් ලංකාවට මේ ලඟ චන්දෙට ජයවේවා,Happy
මම ගොඩක් ආදරෙයි ඔයාට මගේ ආසම නිළි රැජින ඔබයි ආදරණීය මවක් තුනුරුවන් සරණිසි දෝනිටත් ඔයාටත්,Happy
ඔබතුමාගේ කතාව සහතික ඇත්ත අහන ගමන් අදහස එකක් කරන්න ඕන කියලා හිතිලා ආවේ කතාව තව දිග උනාම තවත් හොඳයි කියලා හිතුනා,Happy
ඇත්තටම හොඳ මවක් තමන්ගේ ආශාවන් පස්සෙකලා දරුවට මුල් තැන දුන්න උදාාර මවක් බුදු සරණයි,Happy
එල්ස්ස් බට් සිංදුවට වීඩියෝව ගැලපෙන්නේ නෑ,Bad
සුපිරි බන් සුභ පැතුම් සමන් ලෙනින් මහත්තයාගේ කටහඬ එනවා සමහර තැන් වල,Happy
ප්‍රියා අයියා යන්තම් කෝදුර කෝදුර හිටියා නේ කොහොම උනත් මං ඉතාලියේ ගීතය නම් තාමත් පිස්සුවක්,Normal
Hirustar feeling එකක් ආවේ,Happy
කුමාරි දිරිය ගැහැනියක්,Happy
පව් නේද මහන්සියෙන් ඉගෙනගත්ත එකට ලොකු scene කියවන්න ගිහින් උමාරියා ව තෙරුවා අම්මටසිරි තමයි,Normal
Wasthi පටන් ගත්ත කාලේ ඉදන් දැනන් හිටියා well done brother,Happy
Kasun chair එකෙන් බැස්සුවා වඩ්ඩෙක්,Happy
සම්පූර්ණ සහ වැරදි අදහස්ත් තියෙනවා,Normal
මහ දවල් හීනයක් මේක,Normal
යකෝ මේක යකාගේ නීතියක් මුන් ඔක්කොම බල්ලෝ මාර වැඩක් නේ,Bad
අක්කා කියන්නේ චරිතයක් මම ගොඩක් කැමතියි,Happy
මරු ආයෙ තේරෙන්නේ නැති උනත් බොක්කටම වදින්නවා band එකත් මරු අහ ආයෙ ඉතින් කියන්න ඕන නෑ,Happy
ගොඩක් ආදරේ කරන කෙනෙක්,Happy
ගොන් බඩු ගන්න එපා බන් උඹ එල,Bad
ජයම වේවා ජේසු පිහිටයි,Happy
එයා සිංදුවත් එක්කම අඬනවා,Happy
ජීවිතේ අවසාන භාගයේ පිනක් දහමක් කරගෙන පඩුවේ ඉන්නවා හලෝ බෙරේ වැඩ කරන්න දගලන්න එපා,Bad
හරිම fun program fun bumps Shashika Umariya,Happy
මේ අපේ ගොන් හරකා අපේ ලංකාවේ අයව පහත් කරලා නේ ප්‍රශ්න අහන්නේ නිල් පාට shirt එක ඇඳගෙන ඉන්න එකාගේ කණ පලන්න ඕන ලංකාව පහත් කරනවට ගොනා,Bad
මේ කොල්ලා කටහඬ Sri Lanka වෙනවා අනීවා,Happy
ඇස් වලින් කඳුළු වැටුණා මටත් මගේ අම්මා ආදරෙන් රැකබලා ගන්නවා හැමදාමත් අපේ හමුදුරුවන්ටත් අම්මටත් බුදු සරණයි,Happy
Chanuka මොරා අදහස කරයිද බලමු,Normal
Happy New Year ප්‍රියදර්ශන අයියේ build එක නම් super,Happy
අර අහිංසක බල්ලට ගහනකන් උඹ පුක දුන්නද,Bad
ජාති භේද බල බල හිටිය හින්දා තමයි ලංකාව විනාශ වෙලා තියෙන්නේ ආගම ජාති භේද බැලුවේ නැතුව එකට වැඩ කරලා තිබ්බානම් Singaporeව අපිට පරාදිලා,Bad
අයියේ competition එක පටන් ගන්නේ නැද්ද,Normal
Hari TV කියන්නේ හොඳ program තියෙන channel එකක් Dialog TV එකේ ඔයාලගේ channel එක දාන්නොත් හොඳයි,Happy
පුදුම විදිහට ආදරේ කරන චරිතයක් thank you අයියේ,Happy
යකෝ සිංදුවක් ගහලා ඉද්දිත් මේකත් එනවා කියන්නේ මේකට නියම music පිස්සුවක් තියෙනවා,Happy
Gehanගේ interview තරම් හිතට ඇල්ලුවේ නෑ මොකවත්,Happy
ඒ ගමන මේ ගමන එතකොට සසර ගමන what an inspirational and respectable woman,Happy
මේ කටහඬ උදේට අහුවේ නැත්තම් සමහර වෙලාවට උදේ boring වගේ thanks අයියා,Happy
ගොඩක් දුක හිතුනා කුමාරි අක්කේ ඔයාගේ ජීවිත කතාව අහුවම මගේ ඇස් වලින් කඳුළු වැටුණා කවමදාවත් ගැහැනියගේ ජීවිතේ ඇතුලන්තය නොදැක අපහාස කරන්න එපා,Happy
අයියේ PC එකක් හදාගන්න ඕන නම් එක දන්නකෝ,Normal
Shashika ඔයා නම් හරි ලස්සනයි හදා,Happy
cigarette බොන්න කවුරුත් බලපෑම් කරන්න ඕන නෑ ඔයාගේ හිත හරි හයිය කෙනෙක් ප්‍රේක්ෂකයෙක් විදිහට ඉල්ලීමක් කරනේ ඔයා ගොඩක් කාලයක් ජීවත් වෙන්න ඕන,Normal
ඔයා නම් සුපිරි ප්‍රියදර්ශන අයියේ,Happy
අක්කි ඔයාගේ කටහඬ ගොඩක් ලස්සනයි මම online එන හැම වෙලාවකම මේ ගීතය අහනවා,Happy
මේ තමයි චීවරධාරින් මතක තියාගන්න පොන්නා රන්ජෝ,Bad
අම්බෝ ඒක Shashikaගේ sister වගේම කටහඬ,Happy
සුපිරි කිසි කුහක කමක් නැති මනුස්සයෙක් නියමයි මචන් එල,Happy
Dulaj පට්ට පොරක් බොක්කෙන්ම කතා කරනවා,Happy
Samithaගේ දුවට මේවා දැකගන්න ලැබේවා,Normal
Good morning admin ඔයා සෙල්ලම් කරනවානේ ban කරන්න,Normal
එල එල අයියා good luck ආවෙන් බලුවේ ඔක්කොම good luck Lahiru අයියා,Happy
hats off හිතට ලොකු හයියක් ආවා thank you,Happy
අපි school යනකාලේ ඉදන් ගොඩක් ආදරේ කරන නිළියක් රඟපෑම අති විශිෂ්ටයි නිරහංකාර නිහතමානී මවක් සැමියගෙන් වෙන් වෙලා හිටියත් ඉතාම වැදගත් විදිහට ජීවත් වෙන ගෞරවය දිය යුතු සහෝදරියක්,Happy
අයියේ මට full used parts වලින් හදාගන්න හොඳ shop එකක් කියන්නකෝ,Happy
හොඳ අයට හරෙන්නේ,Bad
ඔබ වහන්සේට තෙරුවන් සරණයි,Happy
මෙතෙක් කටහඬේ අහපු මිහිරිම ගීතය අම්මෝ පිස්සු හැදෙනවා,Happy
අපිට කියන්නකෝ මොකද්ද ඒ hotel එක දන්න කවුරුත් ඉන්නවාද මේ වගේ වෙන්න ඉන්න කෙනෙක් උන්ව නම් මේ hotel එක ගැන දන්නවා නම් අපිට කියන්න ඔබට ජය,Normal
Wasthi ආපු මුල්ම කාලේ ඉදන් ඉදලත් අයියාව හරියටම දැනගත්තේ අද go ahead,Happy
ඔබතුමාට අජරාමර නිර්වාණ සම්පත්තිය අත් වේවා අත් වේවා,Happy
කාලෙකින් ලස්සන ගීතය එකක්,Happy
අවෝ දැන් නම් හරියට name එක කියවන්න පුළුවන්,Happy
කටහඬ එකට වචන වලට වටිනාකමක් සහ audience එකෙන් ජයගත් radio hero කෙනෙක්,Happy
කෑගල්ලේ අපේ කොල්ලෙක් ඉස්සරහට පලය මල්ලි,Happy
මට හිතාගන්න බැ මේ ඔක්කොම එක දවසේ කියපු අයද නැත්තම් coachලා හැමදාම එකම ඇඳුම ඇඳන් එනවද කියලා,Normal
මේ ඔක්කොටම සම්පූර්ණ ගාන කීයද අයියේ,Normal
Kasun coachගේ හිනා,Normal
ජයෙන් ජයම වේවා ඔබතුමාට තෙරුවන් සරණයි,Happy
වෙස ගෑණු තු නොදකින්,Bad
උමාරියා කැමති නැද්ද,Normal
පුළුවන් නම් මගේ channel එකටත් එන්න,Normal
වෙව්ල වෙව්ල කියන්න අමාරුයි සාමාන්‍යයෙන් ඔහොම හරි තාලෙට හැබැයි,Happy
ආයෙ UNP අන්න මම ඉර හඳ වගේ කියනවා මේ සැරේ අපට,Normal
දුන්නා තියන් කෙටා පොලෙන් විදපු dial එකක්,Normal
පව් යකෝ හොඳට කියුවා,Happy
Sirasa TV broadcast එකේ audio මේ තරම් හොඳ නෑ ඒක හදන්න,Bad
ඉතින් බන් ඇත්තනේ උඹ යන්නත් තම්මං Bengali Pakistan ගැන ඔච්චර හොඳට කියන්නේ හොඳ පළපුරුද්ද නැතුව කියන්නේ කොහොමද,Bad
කොල්ලා හේමල් වගේ ලස්සනයි වීඩියෝව,Happy
කුමාරි අක්කා ගැන දැනුවත් කළාට ගොඩක් ස්තුතියි කුමාරි අක්කා ඔයාට සුභ දවසක් ජේසු පිහිටයි,Happy
ලංකාවේ හරි දේට හරි අයට තැනක් නෑනේ Iraj කරන්නේ වෙනස් දෙයක්,Happy
හැමදාම අලුත් වැඩක් කරන PC Guide LK එල,Happy
ඔයා වගේ හැම කෙනෙක්ම හිතනවානම් අද ලංකාවේ rape cases අඩුවෙයි,Happy
